Client UID,Counsellor,Program Name,Service Location,Assessment Date,Assessment Duration,Language Served,Assessment Type,Format,Setl Asset None,Setl Asset Family,Setl Asset Knowledge Canada,Setl Asset Motivation,Setl Asset Other,Live in Canada Needs,Basic Needs (BN),BN IRCC referral,BN non-IRCC referral ,Family Needs (FN),BN IRCC referral_1,BN non-IRCC referral,Health Needs (HN),HN IRCC referral,HN non-IRCC referral,Housing Needs (HoN),HoN IRCC referral,HoN non-IRCC referral,Knowledge Goverment Services (KGS),KGS IRCC referral,KGS nonIRCC referral,Knowledge Canada (KC),KC IRCC referral,KC nonIRCC referral,Legal Needs (LN),LN IRCC referral,LN non-IRCC referral,Financial Needs (FN),FN IRCC referral,FN non-IRCC referral,Community Knowlede (CK),KN IRCC referral,KN Non-IRCC referral,Networking Needs (NN),NN IRCC referral,NN non-IRCC referral,Racism-Discrimination (RD),RD IRCC referral,RD non-IRCC referral,Language Asset None,Language Asset Sufficient Know. English,Language Asset Sufficient Know. French,Language Asset Other,Language Needs,Official Language Needs (OL),OL_language_en,OL_language_fr,OL IRCC referral,OL non-IRCC referral,Literacy (LI),LI_language_en,LI_language_fr,LI IRCC referral,LI non-IRCC referral,Language For Employemnt (LE),LE_language_en,LE_language_fr,LE IRCC referral,LE non-IRCC referral,Employment Asset Currently employed,Employment Asset Foreign Credential,Employment Asset Knoweldge Labout Market,Employment Asset Post Secondary in Canada,Employment Asset Post Secondary out Canada,Employment Asset Previous Empl. Canada,Employment Asset Taking Training,Employment Asset Work Experience,Employment Asset Other,Employment Needs,Knowledge Labour Market (KLM),KLM IRCC referral,KLM non-IRCC referral,Finding Employment (FE),FE IRCC referral,FE non-IRCC referral,Credentials (CRED),CRED IRCC referral,CRED non-IRCC referral,Education Needs (EDU),EDU non-IRCC referral,EDU IRCC referral,Required Childcare,Required Digital Equip,Required Digital Support,Required Interpretation,Required Short-Term,Required Transportation,Required Translation,data_source_month,de8adb846b68f2e6d78d2fe9d88a3a2a,Birthdate,Gender,Country of Origin,Language,Postal Code,immigration_class,Arrival Date,Landing Date,age,years_in_canada,months_since_landing
f1586706755cafcef1e91b76431a1c4a,Daljeet,Orientation - Brampton,Brampton,2025-08-01,1.0,Punjabi,Initial,In-person,N,Y,Y,N,Y,Y,Y,N,Y,N,N,N,N,N,N,N,N,N,Y,Y,N,Y,N,N,N,N,N,Y,N,N,Y,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Aug,,1991-10-18,Female,India,Punjabi,L6Y4K8,Canadian Experience,2018-12-19,2024-01-26,34.4,7.27,26.0
35c17f6fcf49588e49503e021f5533ab,Wenxiu,Library Settlement Program,Agincourt Library,2025-08-08,1.0,English,Initial,In-person,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Aug,,1990-01-29,Female,China,Mandarin,L3P4L1,Family Sponsorship,2018-07-25,2018-07-25,36.2,7.67,92.0
7b7bdbd384a3b372c4d6e544f6e169f3,Daljeet,Orientation - Brampton,Brampton,2025-08-01,1.0,Punjabi,Initial,In-person,N,Y,Y,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,Y,N,N,N,N,N,Y,N,N,Y,N,Y,N,N,N,N,N,N,N,Y,N,N,Y,Y,English,,N,N,Y,Y,N,Y,N,Y,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Aug,,1988-03-15,Male,India,Punjabi,L6Y4K8,Canadian Experience,2018-12-19,2024-01-26,38.0,7.27,26.0
a667c164b14d8ecd05673f81b5f60f1d,Parveen,Settlement Integration Place,Toronto SIP,2025-08-08,1.0,English,Initial,In-person,N,N,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,N,,,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Aug,,1993-08-24,Female,Afghanistan,Dari,M3A1P9,Privately Sponsored Refugee,2024-09-04,2024-09-04,32.6,1.56,18.7
0b250dbde2da5eded17222c57583dcb1,Parveen,Settlement Integration Place,Toronto SIP,2025-08-08,1.0,English,Initial,In-person,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,Y,N,N,Y,N,,,N,N,Y,Y,N,N,Y,Y,Y,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Aug,,2000-05-16,Male,Pakistan,Urdu,M1J2G7,Family Sponsorship,2025-07-06,2025-07-06,25.9,0.72,8.7
9c50417fd078b0d3001905f176e78f7e,Fadwa,Orientation - Mississauga,Mississauga,2025-08-12,1.0,Arabic,Initial,In-person,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,Y,Y,Y,N,N,N,Y,N,N,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,Aug,,1998-01-03,Female,Algeria,Arabic,L5A3X3,Permanent Resident,2025-08-03,2025-08-03,28.2,0.65,7.8
d48e4fc6839c0114a6d43a4f50906311,Gurpreet,Orientation - Brampton,Gurdwara Guru Nanak (GGNMC),2025-08-01,1.0,Punjabi,Initial,In-person,N,Y,Y,N,N,Y,N,N,N,N,N,N,Y,Y,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,N,N,Y,Y,English,,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,Y,N,N,N,N,N,N,Y,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Aug,,1992-09-27,Female,India,Punjabi,L6R1B4,Family Sponsorship,2020-02-14,2020-02-14,33.5,6.11,73.4
ea54d3545443d1ab2b1878e318d38b2d,Gurpreet,Orientation - Brampton,Gurdwara Guru Nanak (GGNMC),2025-08-01,1.0,Punjabi,Initial,In-person,N,Y,Y,N,N,Y,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,Y,N,N,Y,N,,,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,Y,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Aug,,1991-11-04,Male,India,Punjabi,L6R2B1,Family Sponsorship,2018-05-25,2018-05-25,34.4,7.84,94.1
5c46dd1c0366086b977e3bed96a21153,Gurpreet,Orientation - Brampton,Gurdwara Guru Nanak (GGNMC),2025-08-01,1.0,Punjabi,Initial,In-person,N,Y,Y,N,N,Y,N,N,N,N,N,N,Y,Y,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,Y,English,,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Aug,,1963-03-19,Female,India,Punjabi,L6R1Z5,Family Sponsorship,2022-12-05,2022-12-05,63.0,3.31,39.7
ba16f16e7620e5005f616fc2997f6a32,Gurpreet,Orientation - Brampton,Brampton,2025-08-01,1.0,Punjabi,,In-person,N,Y,Y,N,N,Y,N,N,N,N,N,N,Y,Y,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,Y,English,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Aug,,1967-05-06,Male,India,Punjabi,L6R1Z5,Family Sponsorship,2022-12-05,2022-12-05,58.9,3.31,39.7
52e547171ac79bad2c20af51f073c090,Gurpreet,Orientation - Brampton,Gurdwara Guru Nanak (GGNMC),2025-08-08,1.0,Punjabi,Initial,In-person,N,Y,Y,N,N,Y,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,Y,English,,N,N,N,N,N,N,N,Y,Y,N,N,N,Y,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Aug,,1959-12-20,Male,India,Punjabi,L6R0J5,Family Sponsorship,2011-12-07,2011-12-07,66.3,14.3,171.6
7251edcf2a93f8c2ae2baa0101a4e932,Gurpreet,Orientation - Brampton,Gurdwara Guru Nanak (GGNMC),2025-08-08,1.0,Punjabi,Initial,In-person,N,Y,Y,N,N,Y,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,Y,English,,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Aug,,1960-06-18,Female,India,Punjabi,L6R0J5,Family Sponsorship,2011-12-07,2011-12-07,65.8,14.3,171.6
45530e066f28750000a76d952b02a2dc,Gurpreet,Orientation - Brampton,Gurdwara Guru Nanak (GGNMC),2025-08-01,1.0,Punjabi,Initial,In-person,N,Y,Y,N,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,Y,N,N,N,Y,Y,English,,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Aug,,1957-04-04,Male,India,Punjabi,L6C3T9,Family Sponsorship,2013-12-02,2013-12-02,69.0,12.31,147.8
4e8377f1f1d6ec59ed025bf963c78a56,Gurpreet,Orientation - Brampton,Gurdwara Guru Nanak (GGNMC),2025-08-01,1.0,Punjabi,Initial,In-person,N,Y,Y,N,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,Y,English,,N,N,Y,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Aug,,1959-05-01,Female,India,Punjabi,L6C3T9,Family Sponsorship,2013-12-02,2013-12-02,66.9,12.31,147.8
8b9c18d8e605a7c16a69ec57b52875e5,Gurpreet,Orientation - Brampton,Gurdwara Guru Nanak (GGNMC),2025-08-01,1.0,Punjabi,Initial,In-person,N,Y,Y,N,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,Y,English,,N,N,Y,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Aug,,1950-02-13,Male,India,Punjabi,L6R0Y1,Family Sponsorship,2015-09-13,2015-09-13,76.1,10.54,126.4
9d7852b4a68296519d762b9d4ae0ff75,Gurpreet,Orientation - Brampton,Gurdwara Guru Nanak (GGNMC),2025-08-01,1.0,Punjabi,Initial,In-person,N,Y,Y,N,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,Y,English,,N,N,Y,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Aug,,1955-10-08,Female,India,Punjabi,L6R0Y1,Family Sponsorship,2015-09-13,2015-09-13,70.5,10.54,126.4
bc7409e4319e2a336759520c086c58be,Gurpreet,Orientation - Brampton,Brampton,2025-08-01,1.0,Punjabi,Initial,In-person,N,Y,Y,N,N,Y,N,N,N,N,N,N,Y,Y,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,Y,English,,N,N,Y,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,Aug,,1940-08-10,Female,India,Punjabi,L6R2H5,Family Sponsorship,2018-08-15,2018-08-15,85.6,7.61,91.4
14d168f3bc1e947302fdda752305edab,Gurpreet,Orientation - Brampton,Gurdwara Guru Nanak (GGNMC),2025-08-01,1.0,Punjabi,Initial,In-person,N,Y,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,N,N,Y,Y,English,,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,Y,N,N,N,N,N,N,Y,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Aug,,1989-08-23,Female,India,Punjabi,L7A0J1,Provincial Nominee,2020-06-11,2020-06-11,36.6,5.79,69.5
e2f40f5bd9b19cae2246dcf469fa428a,Gurpreet,Orientation - Brampton,Gurdwara Guru Nanak (GGNMC),2025-08-01,1.0,Punjabi,Initial,In-person,N,Y,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,Y,English,,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,Y,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Aug,,1987-11-02,Male,India,Punjabi,L7A0J1,Provincial Nominee,2020-06-11,2020-06-11,38.4,5.79,69.5
27e46084e25451006cdd14ebd32d4fa5,Gurpreet,Orientation - Brampton,Gurdwara Guru Nanak (GGNMC),2025-08-08,1.0,Punjabi,Initial,In-person,N,Y,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,N,N,Y,Y,English,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Aug,,1983-12-18,Male,India,Hindi,L6R3Y7,Canadian Experience,2020-04-08,2023-05-20,42.3,5.97,34.2
768082fc46530cfe533f0b0657a5e417,Gurpreet,Orientation - Brampton,Gurdwara Guru Nanak (GGNMC),2025-08-08,1.0,Hindi,Initial,In-person,N,Y,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,Y,N,N,Y,Y,English,,N,N,N,N,N,N,N,Y,Y,N,N,N,Y,N,N,N,N,N,N,N,N,Y,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Aug,,1986-09-19,Female,India,Hindi,L6R3Y7,Canadian Experience,2020-04-08,2023-05-20,39.5,5.97,34.2
8f8ae29c6cfb78e06d3524c542f791b3,Eliana,Settlement Integration Place,Toronto SIP,2025-08-01,1.0,English,Initial,In-person,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,Y,N,N,N,Y,Y,English,,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Aug,,1984-06-04,Female,Pakistan,Pashto,M1J3E5,Permanent Resident,2024-07-18,,41.8,1.69,
25071b0ea2884769377a93e6d80d0f17,Gurpreet,Orientation - Brampton,Achev - Brampton South,2025-08-05,1.0,Hindi,Initial,In-person,N,Y,Y,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,Y,N,N,Y,Y,English,,N,N,N,N,N,N,N,Y,Y,N,N,N,Y,N,N,N,N,N,N,N,N,Y,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Aug,,1986-02-02,Female,India,Hindi,L6Y2X6,Provincial Nominee,2025-07-19,2025-07-19,40.1,0.69,8.2
50a181d55b7bb734abe264a02ca50fda,Gurpreet,Orientation - Brampton,Achev - Brampton South,2025-08-05,1.0,Hindi,Initial,In-person,N,Y,Y,N,N,Y,N,N,N,Y,N,Y,Y,N,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,Y,English,,N,N,N,N,N,N,N,Y,Y,N,N,N,Y,N,N,N,N,N,N,N,N,Y,Y,N,N,Y,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,Aug,,1984-07-03,Female,India,Hindi,L6Y2X6,Provincial Nominee,2025-07-19,2025-07-19,41.7,0.69,8.2
697fe5350ccd957b2a8790bd602feae7,Zainab,Orientation - Mississauga,Mississauga,2025-08-06,1.0,English,Initial,In-person,N,Y,Y,Y,N,Y,Y,N,Y,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,Y,N,Y,Y,N,Y,Y,N,N,N,N,N,N,Y,N,N,Y,Y,English,,N,N,Y,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Aug,,1990-10-26,Female,Israel,Arabic,L5V3A7,Convention Refugee,2024-10-29,2025-07-08,35.4,1.41,8.6
22210e2dd652497b0e0611cd77733329,Zainab,Orientation - Mississauga,Achev - Mississauga,2025-08-05,1.0,English,Initial,In-person,N,Y,Y,Y,Y,Y,N,N,N,Y,N,N,Y,N,N,Y,N,N,Y,N,N,Y,N,Y,Y,N,N,Y,N,N,Y,N,N,Y,N,N,N,N,N,N,Y,N,N,Y,N,,,N,N,Y,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Aug,,1985-10-30,Male,Israel,Arabic,L5V3A7,Convention Refugee,2024-10-29,2025-07-08,40.4,1.41,8.6
274fea43696ea663da1f231d8a5e2cd7,Zainab,Orientation - Mississauga,Achev - Mississauga,2025-08-05,1.0,English,Initial,In-person,N,Y,Y,Y,N,Y,N,N,N,Y,N,N,Y,N,Y,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,Aug,,2011-08-15,Female,Israel,Arabic,L5V3A7,Convention Refugee,2024-10-29,2025-07-08,14.6,1.41,8.6
ef18c4ad46ef100c2c47368e8024f643,Zainab,Orientation - Mississauga,Achev - Mississauga,2025-08-05,1.0,English,Initial,In-person,N,Y,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,N,Y,N,N,N,Y,N,N,Y,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,Aug,,2013-05-14,Male,Israel,Arabic,L5V3A7,Convention Refugee,2024-10-29,2025-07-08,12.9,1.41,8.6
87c6cd24b8db1d2c5f5b8b70a2da4017,Zainab,Orientation - Mississauga,Mississauga,2025-08-05,1.0,English,Initial,In-person,N,Y,Y,Y,N,Y,Y,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Aug,,2014-09-10,Male,Israel,Arabic,L5V3A7,Convention Refugee,2024-10-29,2025-07-08,11.5,1.41,8.6
47af908fdc274adaa3407a4e00a42981,Zainab,Orientation - Mississauga,Mississauga,2025-08-05,1.0,English,Initial,In-person,N,Y,Y,N,N,Y,N,N,N,Y,N,Y,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,Aug,,2017-03-14,Male,Israel,Arabic,L5V3A7,Convention Refugee,2024-10-29,2025-07-08,9.0,1.41,8.6
474170cd352b58132b80502ac4ed156c,Maripi,Settlement Integration Place,Toronto SIP,2025-08-11,1.0,English,Initial,In-person,Y,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Aug,,1969-04-24,Female,Philippines,,M1S4L2,Permanent Resident,,,56.9,,
a2d242691a842bf146aa8df439689572,Fadwa,Orientation - Mississauga,Mississauga,2025-08-06,1.0,Arabic,Follow-Up,In-person,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,Aug,,1998-08-14,Female,Syria,Arabic,L5V0B9,Privately Sponsored Refugee,2018-09-13,2018-09-13,27.6,7.53,90.4
e04fc74de369756e7e1927f9460b872a,Qudsia,Community Services Program,Toronto SIP,2025-08-05,1.0,English,Initial,In-person,Y,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Aug,,1979-05-16,Female,Bangladesh,Bengali,M1M1X5,Federal Skilled Worker,2014-02-05,2014-02-05,46.9,12.14,145.6
f54774d8584f91e5ec1bcc55e9c438b7,Taj,Itinerant - Brampton,Achev - Mississauga,2025-08-11,1.0,English,Initial,In-person,Y,N,N,N,N,Y,Y,N,Y,Y,N,Y,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Aug,,1974-01-20,Male,Pakistan,Urdu,L0M0Z8,Other Refugee,2015-06-17,2022-06-01,52.2,10.78,45.8
8942802b3227ac80b21a341d08e5f463,Qudsia,CCAT - Settlement (Toronto),Toronto SIP,2025-08-11,1.0,Urdu,Initial,In-person,Y,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,Y,English,,N,N,Y,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Aug,,1971-03-12,Male,Bangladesh,Bengali,M1J3E4,Refugee Claimant,,,55.0,,
a5323497171d606c8c609663dca9b55f,Taj,Itinerant - Brampton,Achev - Brampton East,2025-08-05,1.0,Dari,Follow-Up,In-person,Y,N,N,N,N,Y,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Aug,,1990-02-27,Female,Afghanistan,Farsi (Persian),L5B0G2,Permanent Resident,2023-09-12,2023-09-12,36.1,2.54,30.5
75cb028d056d4c3d68176a92a320f577,Taj,Itinerant - Brampton,Achev - Brampton East,2025-08-05,1.0,Dari,Follow-Up,Phone-Email,N,Y,Y,N,N,Y,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,Y,English,,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Aug,,1951-12-31,Male,Afghanistan,Dari,L5B0G2,Government-Assisted Refugee,2023-10-25,2023-10-25,74.2,2.42,29.0
a2798508c9251512a3813ee3b39c3345,Wenxiu,Library Settlement Program,Agincourt Library,2025-08-11,0.5,Mandarin,Initial,In-person,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Aug,,1984-10-11,Male,China,Mandarin,L3R4Z2,Federal Skilled Worker,2024-10-04,2024-10-04,41.5,1.48,17.7
5f63bebfd36562c9e913bfac38ebb056,Wenxiu,Library Settlement Program,Agincourt Library,2025-08-11,0.5,Mandarin,Initial,In-person,N,N,Y,N,N,Y,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Aug,,1988-01-06,Female,China,Mandarin,L3R4Z2,Federal Skilled Worker,2024-10-04,2024-10-04,38.2,1.48,17.7
